A Corunha	11987002.76
Arteixo	8016708.51
Burela	5614159.11
Cangas	6422542.67
Carballo	8032708.85
Chantada	4818749.7
Ferrol	8093588.86
Foz	4025165.63
Lugo	9804678.04
Marin	6422496.29
Mondonhedo	4080477.36
Monforte	4930908.48
Naron	8132434.46
Oleiros	7984055.3
Ourense	9564643.15
Pontevedra	9690843.99
Ribeira	8080051.62
Santiago	10489473.22
Sarria	5702439.47
Vigo	12019563.75
